N,P,K,temperature,humidity,ph,rainfall,label
6,10,8,36,59,7.8,689,Wheat
38,8,4,27,66,6.51,548,Pulses
24,41,1,28,62,7.51,1172,Cotton
30,34,9,37,56,7.66,1014,Cotton
29,4,0,26,54,5.68,1166,Paddy
31,21,4,26,50,6.56,724,Tobacco
11,3,11,34,58,6.45,548,Maize
11,15,0,29,53,7.41,589,Maize
7,17,16,31,70,6.82,402,Pulses
33,9,19,34,51,7.16,892,Ground Nuts
27,35,7,36,56,6.4,713,Maize
38,38,10,25,70,7.67,773,Oil seeds
9,11,3,27,55,6.58,641,Tobacco
23,19,14,25,57,7.65,768,Oil seeds
8,32,7,32,63,7.62,799,Cotton
7,38,15,27,57,7.17,548,Barley
10,12,10,36,69,7.22,460,Pulses
15,10,0,35,54,7.34,843,Cotton
33,26,18,27,55,5.89,948,Tobacco
40,42,10,27,66,6.51,1430,Paddy
32,27,9,36,62,6.99,836,Pulses
38,37,14,34,69,6.55,1025,Paddy
18,37,1,25,66,6.65,1421,Sugarcane
31,17,6,30,62,6.17,368,Millets
30,2,8,27,65,6.94,584,Millets
14,33,12,38,71,6.65,596,Wheat
8,34,10,35,58,6.4,837,Tobacco
42,0,7,25,61,6.21,753,Barley
26,4,14,34,53,5.9,669,Tobacco
30,32,0,28,68,7.17,597,Maize
37,29,10,38,62,6.15,842,Tobacco
23,5,2,29,72,6.72,571,Ground Nuts
41,15,1,32,64,6.38,312,Millets
13,25,15,28,59,6.68,776,Tobacco
29,19,0,35,69,7.23,465,Millets
19,18,7,33,66,6.62,566,Maize
28,28,1,36,62,7.43,593,Pulses
20,17,17,29,54,5.67,1406,Paddy
10,19,12,37,56,7.39,591,Maize
31,21,12,33,68,7.43,526,Millets
5,22,13,37,67,6.97,411,Oil seeds
42,41,5,37,70,7.06,1966,Sugarcane
26,14,4,34,64,6.12,749,Tobacco
27,1,3,34,67,5.52,857,Tobacco
26,13,9,32,56,6.77,1472,Paddy
6,10,0,34,69,5.78,1053,Paddy
33,34,16,32,56,7.43,749,Maize
11,7,17,30,54,6.97,1662,Sugarcane
18,0,1,37,61,6.41,751,Maize
22,30,8,31,63,6.68,1340,Sugarcane
26,16,8,26,58,6.63,1205,Paddy
19,35,6,33,58,6.2,611,Pulses
27,25,8,38,56,8.14,1162,Cotton
13,34,3,30,50,6.98,627,Ground Nuts
7,33,5,33,57,7.94,594,Oil seeds
16,35,11,25,51,7.66,976,Cotton
28,5,19,37,52,6.19,740,Tobacco
41,9,4,31,56,6.32,517,Ground Nuts
13,15,12,34,54,7.38,1555,Sugarcane
21,8,16,35,52,6.58,1996,Sugarcane
39,22,17,32,50,6.44,819,Ground Nuts
35,7,10,28,71,6.37,870,Ground Nuts
34,1,4,28,62,7.44,394,Barley
42,40,2,28,60,6.22,1096,Ground Nuts
23,15,4,37,61,6.05,772,Tobacco
10,9,19,28,63,7.78,961,Wheat
6,31,10,35,60,7.24,762,Oil seeds
37,28,0,34,67,7.12,659,Barley
38,26,13,33,53,6.08,851,Tobacco
12,21,2,37,61,7.03,578,Millets
22,25,1,27,55,7.35,713,Oil seeds
32,18,0,37,61,6.04,930,Tobacco
24,20,10,28,65,6.4,666,Tobacco
27,16,12,33,55,7.33,454,Pulses
28,25,19,32,55,6.56,449,Oil seeds
34,25,7,32,52,6.01,522,Ground Nuts
40,36,0,29,70,7.31,449,Wheat
13,37,8,33,72,5.72,846,Tobacco
35,13,9,31,71,7.38,644,Maize
19,21,11,31,59,7.06,640,Wheat
32,39,10,35,53,6.28,1128,Ground Nuts
10,9,16,27,58,7.29,754,Maize
9,15,17,35,54,6.6,544,Oil seeds
5,26,12,35,57,6.47,763,Ground Nuts
35,32,9,32,61,6.03,519,Maize
22,16,13,32,53,6.23,1341,Paddy
20,13,15,26,64,6.81,474,Pulses
12,31,6,35,52,8.11,717,Cotton
40,8,5,34,61,7.56,491,Oil seeds
8,12,4,33,68,6.77,696,Tobacco
23,16,16,32,50,6.96,1913,Sugarcane
26,18,3,32,51,6.64,1693,Sugarcane
17,25,2,33,58,7.43,578,Millets
37,3,6,27,53,6.73,630,Maize
16,4,9,30,66,6.81,610,Pulses
42,37,14,30,70,5.55,821,Tobacco
20,20,0,36,70,7.01,626,Wheat
15,16,1,34,62,6.41,1200,Sugarcane
4,38,15,33,58,6.69,664,Ground Nuts
41,42,6,30,65,5.83,1479,Paddy
40,10,0,27,51,7.53,934,Cotton
21,34,19,25,64,6.94,645,Oil seeds
11,7,4,36,63,6,786,Maize
26,41,7,36,65,7.23,430,Oil seeds
34,31,19,25,51,7.75,580,Oil seeds
21,34,7,37,55,6.3,1010,Sugarcane
4,22,13,37,54,7.47,864,Wheat
14,34,8,36,68,7.1,585,Pulses
17,25,0,37,56,7.14,619,Wheat
26,12,14,30,71,6.46,785,Barley
24,21,16,27,52,7.47,579,Millets
22,42,15,34,70,6.15,516,Ground Nuts
29,7,15,33,53,6.3,537,Millets
38,13,18,35,65,6.33,1585,Sugarcane
7,17,14,33,68,6.15,590,Millets
20,31,15,28,65,7,753,Barley
12,11,13,26,64,5.96,694,Tobacco
40,16,13,25,72,6.75,1399,Sugarcane
36,9,1,38,50,7.18,769,Barley
27,19,2,38,56,6.54,733,Barley
36,9,1,36,70,7.18,523,Millets
13,15,6,27,64,6.2,597,Pulses
31,27,17,35,63,6.96,1281,Sugarcane
7,14,17,34,67,7.26,843,Cotton
21,37,2,28,60,6.51,1565,Sugarcane
7,18,2,25,72,6.46,452,Barley
35,1,14,27,52,6.79,425,Barley
39,21,16,33,55,6.28,498,Millets
7,26,7,31,56,6.44,679,Pulses
8,29,13,35,71,6.04,1255,Paddy
8,14,15,30,68,6.68,940,Ground Nuts
17,21,17,35,61,5.74,1164,Paddy
32,14,4,32,67,6.52,622,Maize
6,28,3,25,66,6.04,581,Wheat
34,41,16,28,57,6.93,566,Millets
25,19,4,31,72,6.95,643,Oil seeds
12,18,18,27,62,6.49,332,Millets
18,27,1,29,50,5.55,881,Tobacco
18,18,11,25,60,6.15,558,Pulses
13,10,15,28,67,7.28,530,Pulses
36,34,13,26,64,6.64,983,Tobacco
29,39,11,31,72,6.42,560,Maize
17,7,6,36,50,8.01,1184,Cotton
11,6,4,27,63,6,634,Maize
17,10,4,31,64,6.84,481,Barley
9,5,1,30,64,6.94,1536,Sugarcane
20,29,3,30,70,6.44,783,Maize
4,37,3,25,59,7.67,552,Oil seeds
18,24,2,32,68,7.21,454,Wheat
24,18,16,37,54,6.27,546,Barley
13,24,4,38,50,6.71,1306,Sugarcane
17,37,14,26,59,6.23,763,Maize
29,3,14,27,57,6.33,588,Pulses
10,31,6,26,51,6.62,471,Millets
41,36,16,29,69,7.14,1195,Cotton
35,20,14,35,50,6.08,739,Barley
13,37,16,25,55,6.02,400,Barley
37,9,0,31,57,7.09,767,Oil seeds
8,10,8,30,66,8.03,852,Cotton
39,26,11,34,58,6.64,530,Maize
10,24,19,32,71,6.21,1447,Paddy
25,27,10,38,64,5.73,1025,Paddy
6,23,16,25,66,6.79,1075,Sugarcane
16,18,12,34,70,7.65,799,Wheat
21,21,13,28,63,7.04,1128,Cotton
41,16,4,26,56,6.79,761,Tobacco
42,29,11,28,66,7.36,848,Cotton
18,26,15,27,61,7.11,721,Barley
21,25,2,32,68,6.55,503,Barley
19,5,7,29,57,6.95,1556,Sugarcane
22,22,6,38,70,7.41,560,Millets
18,29,8,35,67,6,472,Barley
34,28,1,31,59,6.95,1186,Paddy
40,24,7,34,62,7.26,746,Maize
39,10,13,29,60,7.49,505,Barley
30,21,18,35,50,6.7,1122,Paddy
40,27,17,31,59,7.3,381,Barley
40,15,5,27,52,6.05,1111,Paddy
22,7,1,37,65,6.6,748,Barley
10,10,7,38,69,7.23,592,Maize
23,4,13,26,62,6.64,620,Tobacco
26,39,0,38,58,7.09,433,Millets
33,12,6,38,54,7.16,1094,Ground Nuts
32,27,15,28,57,5.71,745,Tobacco
40,15,0,30,53,6.75,1148,Ground Nuts
31,6,4,30,50,7.18,763,Cotton
33,29,2,28,53,6.36,641,Tobacco
19,14,19,27,55,6.84,822,Ground Nuts
32,16,6,27,57,6.04,362,Millets
29,34,12,37,65,7.01,430,Millets
38,38,18,25,58,7.44,739,Oil seeds
26,27,14,30,68,6.81,739,Oil seeds
22,39,16,36,50,6.55,721,Maize
30,41,1,33,61,6.78,1013,Paddy
10,27,1,32,65,7.21,1775,Sugarcane
13,41,12,38,65,6.06,1039,Paddy
28,30,0,33,58,6.68,651,Oil seeds
20,17,13,37,71,7.33,1021,Cotton
34,39,6,35,58,6.12,1258,Paddy
30,25,2,28,50,6.91,1907,Sugarcane
18,15,0,32,64,7.43,501,Millets
22,31,6,27,65,6.95,463,Millets
7,19,11,36,57,6.36,949,Wheat
12,23,19,30,65,6.97,390,Millets
32,8,2,28,59,6.66,1608,Sugarcane
11,31,17,32,61,7.72,1187,Cotton
40,28,14,30,69,5.93,830,Tobacco
30,37,0,25,55,7.36,581,Oil seeds
11,14,3,25,60,6.59,1938,Sugarcane
24,41,10,33,69,6.59,480,Barley
31,10,13,35,56,7.56,402,Oil seeds
5,2,7,31,67,7.37,638,Oil seeds
17,2,2,35,56,6.46,1105,Ground Nuts
24,16,14,27,50,6.1,581,Millets
28,34,15,32,56,7,1165,Ground Nuts
23,19,17,26,54,5.58,706,Tobacco
31,19,9,34,51,7.4,619,Oil seeds
20,26,19,37,56,7.15,453,Millets
27,5,2,32,64,6.16,966,Ground Nuts
35,27,0,31,60,6.08,529,Ground Nuts
21,15,16,30,59,7.24,991,Cotton
21,28,13,38,60,7.25,702,Maize
15,39,10,29,67,7.84,488,Oil seeds
32,11,19,25,62,6.41,819,Pulses
19,27,14,26,52,6.75,500,Barley
32,2,8,28,52,7.02,737,Ground Nuts
18,39,14,36,58,6.08,715,Pulses
17,22,6,27,55,5.91,894,Tobacco
36,27,0,25,54,6.09,616,Barley
23,7,5,26,68,6.64,657,Tobacco
30,30,4,36,58,6.19,725,Wheat
17,31,5,27,55,5.53,1275,Paddy
22,14,7,26,65,7.45,756,Oil seeds
15,32,10,36,55,6.78,796,Tobacco
5,14,14,36,55,6.97,665,Pulses
22,13,1,38,59,7.68,547,Wheat
40,39,9,32,70,7.29,777,Barley
20,5,14,30,66,6.59,898,Tobacco
40,13,10,35,69,7.72,460,Oil seeds
27,25,6,36,72,7.5,717,Oil seeds
19,32,17,25,52,7.16,1021,Sugarcane
4,18,15,30,60,6.62,440,Millets
32,18,14,32,63,5.63,1285,Paddy
17,39,5,35,54,7.45,589,Wheat
31,24,8,35,54,7.31,977,Cotton
19,1,5,30,68,6.73,782,Tobacco
10,30,16,35,61,6.92,1475,Paddy
26,40,0,32,69,7.58,945,Wheat
22,14,14,31,72,5.91,1314,Paddy
11,23,6,38,69,5.56,1154,Paddy
32,42,4,35,57,6.81,548,Millets
25,35,16,31,55,6.53,881,Ground Nuts
31,22,19,35,50,7.49,885,Wheat
26,1,9,38,52,7.45,1776,Sugarcane
11,42,7,34,71,6.76,1169,Ground Nuts
31,11,6,31,64,5.99,734,Tobacco
19,2,15,35,72,7.21,820,Wheat
26,25,1,35,50,6.28,660,Maize
33,10,9,27,56,7.39,796,Cotton
25,34,8,31,69,7.41,472,Wheat
13,7,12,27,55,6.64,1163,Ground Nuts
24,16,4,32,65,6.77,1400,Paddy
14,23,5,27,52,6.4,501,Pulses
35,13,18,36,60,7.09,677,Ground Nuts
5,22,14,38,63,7.45,1506,Sugarcane
23,17,13,26,53,6.08,1955,Sugarcane
9,27,3,34,61,7.71,990,Wheat
9,16,16,36,55,7.14,694,Pulses
35,17,4,26,66,8.04,1097,Cotton
16,32,0,26,57,5.5,1111,Paddy
15,37,3,33,60,6.92,895,Ground Nuts
13,31,9,28,54,7.11,823,Cotton
13,25,15,26,57,6.86,326,Barley
18,7,12,25,55,5.84,1444,Paddy
13,42,14,36,68,7.34,658,Pulses
34,7,1,27,72,6.38,635,Ground Nuts
32,23,19,27,56,7.23,799,Cotton
29,7,6,35,54,6.96,852,Ground Nuts
23,1,9,29,68,7.75,582,Oil seeds
23,12,4,31,54,6.09,898,Tobacco
4,6,14,36,51,7.7,679,Oil seeds
13,24,5,29,57,7.35,845,Cotton
38,12,4,27,70,5.84,658,Tobacco
40,17,7,34,65,7.6,1057,Cotton
42,5,12,31,70,6.66,1335,Paddy
30,11,14,25,69,6.36,661,Ground Nuts
22,8,4,37,60,6.14,358,Millets
9,8,10,28,57,7.62,468,Oil seeds
12,38,15,37,66,7.33,743,Cotton
12,18,7,29,66,7.17,540,Pulses
42,12,3,27,54,6.9,684,Pulses
31,29,6,29,61,7.9,641,Oil seeds
33,11,17,28,63,7.69,922,Cotton
17,7,6,26,60,7.9,570,Oil seeds
20,8,9,28,51,6.21,723,Pulses
12,14,15,37,71,6.96,1655,Sugarcane
4,23,6,37,68,8.14,1164,Cotton
41,14,4,36,68,7.4,427,Pulses
25,24,5,30,68,6.14,1020,Ground Nuts
40,0,6,27,63,7.06,396,Barley
22,42,12,30,51,6.25,817,Wheat
25,4,19,33,55,6.71,1024,Paddy
14,4,7,36,60,7.23,627,Wheat
14,42,12,34,64,6.38,1083,Ground Nuts
23,22,10,30,66,7.09,484,Barley
42,18,17,32,53,7.87,1079,Cotton
14,22,15,28,59,5.89,1227,Paddy
34,34,15,37,64,7.29,518,Oil seeds
14,7,14,26,57,6.61,627,Tobacco
7,23,9,34,66,7.43,416,Oil seeds
34,24,6,31,57,6.63,529,Barley
5,28,13,38,70,6.42,1369,Paddy
13,6,17,27,61,6.92,761,Wheat
9,14,14,38,70,7.31,784,Cotton
12,23,4,36,52,6.95,768,Barley
40,4,0,33,65,7.23,640,Pulses
40,29,16,36,70,6.96,571,Wheat
37,8,7,30,57,6.57,368,Millets
22,3,18,37,53,5.68,1233,Paddy
4,29,3,28,60,6.62,1585,Sugarcane
9,36,19,36,65,7.01,501,Maize
23,28,19,30,62,6.6,585,Wheat
5,24,2,27,53,7.16,659,Oil seeds
38,9,3,29,69,6.4,1129,Ground Nuts
10,21,1,37,70,7.75,781,Oil seeds
41,12,11,32,50,6.92,423,Oil seeds
13,15,15,34,71,7.06,671,Ground Nuts
37,37,7,36,53,7.03,653,Pulses
23,8,9,28,62,6.81,625,Wheat
35,30,12,26,67,6.45,897,Pulses
26,12,7,32,72,5.86,1420,Paddy
25,1,15,38,61,7.08,368,Millets
32,34,9,35,51,7.34,864,Wheat
29,24,2,38,71,6.13,673,Maize
25,3,7,26,61,6.12,543,Maize
8,5,6,26,54,6.74,1403,Paddy
34,27,0,28,67,6.9,616,Maize
21,11,19,31,52,6.17,1975,Sugarcane
26,42,5,29,68,6.31,495,Barley
19,6,14,35,51,7.09,605,Wheat
11,36,3,31,57,6.94,1324,Sugarcane
33,17,11,35,66,7.02,457,Millets
11,33,14,36,72,7.35,726,Maize
9,0,4,32,71,6.23,653,Maize
35,29,14,32,55,6.33,432,Millets
36,12,10,36,56,7.19,431,Pulses
39,26,0,30,58,7.69,947,Cotton
32,8,16,37,67,7.48,602,Pulses
29,28,6,31,71,6.28,659,Barley
22,27,0,28,71,6.51,623,Maize
32,4,5,38,65,6.22,603,Barley
41,13,9,29,61,5.52,1293,Paddy
33,4,7,37,57,5.84,1229,Paddy
10,19,5,29,65,7.41,344,Millets
10,20,14,31,67,5.89,838,Tobacco
5,28,4,33,52,5.57,1492,Paddy
11,12,19,29,68,6.59,1099,Paddy
29,41,9,25,51,7.42,825,Cotton
15,30,16,25,64,6.9,1051,Ground Nuts
27,27,4,30,68,7.15,543,Pulses
26,23,11,32,54,6.02,677,Pulses
24,37,13,35,58,7.06,1149,Ground Nuts
24,31,1,31,67,7.05,451,Oil seeds
12,18,14,38,57,6.07,1410,Sugarcane
8,18,3,28,52,7.13,642,Maize
35,16,7,27,70,6.99,675,Oil seeds
13,5,8,37,67,6.65,662,Tobacco
26,4,18,36,66,5.54,1084,Paddy
17,3,8,27,63,6.47,1280,Paddy
23,24,4,36,50,5.72,1268,Paddy
23,20,14,26,71,7.02,1280,Sugarcane
25,13,14,27,70,7.37,727,Oil seeds
20,31,6,28,62,7.32,943,Cotton
26,37,9,35,66,6.13,428,Pulses
19,25,6,35,56,6.5,1798,Sugarcane
5,12,4,38,61,6.14,555,Barley
39,35,16,31,51,5.83,794,Tobacco
14,15,6,38,54,6.27,525,Ground Nuts
21,7,19,35,72,7.15,1196,Sugarcane
42,34,0,32,53,5.68,980,Tobacco
15,23,10,37,69,6.51,593,Barley
25,14,9,35,72,7.13,340,Millets
28,7,11,35,64,6.21,615,Ground Nuts
20,29,4,35,55,6.59,576,Millets
8,41,19,26,54,6.91,794,Barley
31,27,16,30,51,7.11,385,Millets
24,3,2,38,51,7.27,514,Wheat
12,11,15,36,63,5.84,1487,Paddy
4,19,10,36,67,6.16,746,Maize
6,1,19,34,68,5.55,1035,Paddy
38,38,13,30,61,6.78,604,Oil seeds
20,41,12,34,60,7.12,542,Wheat
15,13,16,32,71,7.17,772,Maize
17,29,5,31,68,6.1,1099,Paddy
27,23,5,33,66,6.98,681,Oil seeds
32,12,2,28,58,6.18,560,Maize
21,41,4,36,65,6.41,416,Millets
27,11,9,28,63,6.99,539,Oil seeds
18,1,15,32,71,7.97,853,Cotton
41,33,8,25,71,6.74,779,Tobacco
37,26,2,31,60,7.24,850,Wheat
38,3,4,32,51,6.74,597,Ground Nuts
6,3,0,29,66,6.26,572,Barley
24,15,14,30,71,7.08,721,Oil seeds
21,23,11,26,63,7.85,770,Oil seeds
9,16,3,36,54,6.52,508,Millets
21,6,9,27,53,6.36,1127,Paddy
22,9,4,28,53,7.84,761,Oil seeds
37,17,8,30,69,6.42,1057,Paddy
38,14,0,28,60,7.15,1045,Ground Nuts
35,30,1,33,51,6.69,387,Barley
12,40,14,27,69,6.89,624,Maize
13,9,8,29,51,6.94,722,Barley
28,23,19,32,71,7.36,826,Wheat
10,40,11,34,72,6.19,615,Tobacco
10,8,0,26,65,6.52,674,Maize
28,15,10,25,55,7.73,491,Oil seeds
16,33,9,37,57,6.72,1486,Sugarcane
37,25,18,31,60,6.4,589,Maize
32,20,11,30,51,6.15,944,Ground Nuts
13,21,15,27,63,7,1180,Paddy
15,1,3,37,56,6.13,468,Millets
21,29,18,25,51,6.65,366,Barley
40,29,7,33,58,6.2,1820,Sugarcane
33,37,9,32,71,6.25,836,Pulses
19,8,17,36,53,6.58,533,Ground Nuts
25,5,11,33,51,7.05,668,Pulses
32,30,13,36,54,7.04,744,Maize
7,24,16,25,53,6.51,775,Barley
5,32,10,26,52,5.88,726,Tobacco
25,33,8,34,71,6.58,1136,Ground Nuts
19,6,19,26,52,6.53,383,Millets
29,17,8,26,64,6.23,581,Millets
6,41,15,29,51,6.73,1203,Paddy
22,25,2,34,69,6.98,1328,Paddy
42,36,5,29,59,7.26,459,Millets
22,30,18,31,53,6.97,584,Millets
21,4,18,31,56,6.49,1377,Paddy
27,31,17,35,52,6.87,484,Pulses
9,38,10,37,58,6.42,530,Wheat
8,17,7,28,61,6.89,764,Maize
33,24,12,28,54,6.48,1018,Sugarcane
4,37,9,25,66,6.71,864,Ground Nuts
22,18,19,26,64,6.47,668,Tobacco
23,16,8,30,64,6.21,757,Maize
17,13,11,36,62,7.91,669,Oil seeds
33,19,14,38,58,6.02,606,Maize
27,0,14,37,63,7.28,752,Cotton
37,11,11,26,52,7.27,732,Oil seeds
33,25,12,26,68,6.07,541,Millets
31,40,9,34,51,6.62,561,Wheat
11,31,6,34,70,6.58,818,Pulses
27,30,7,30,57,6.84,1501,Sugarcane
7,20,17,27,68,7.14,928,Ground Nuts
27,15,14,35,64,7.47,655,Pulses
42,31,14,25,72,7.35,1098,Sugarcane
18,5,2,37,62,6.37,573,Barley
20,18,17,26,53,6.87,773,Oil seeds
26,2,16,28,55,6.58,566,Ground Nuts
25,18,13,28,64,6.59,523,Barley
40,39,10,25,70,6.77,727,Maize
32,21,19,34,59,7.79,732,Oil seeds
4,25,8,25,70,6.32,883,Tobacco
16,8,16,28,55,6.36,1072,Paddy
8,13,18,35,63,6.87,565,Ground Nuts
6,12,16,35,51,7.96,1172,Cotton
16,15,3,38,64,6.3,649,Barley
23,34,11,25,69,7.38,526,Millets
33,13,4,33,54,5.63,1004,Paddy
27,25,16,38,59,6.64,761,Oil seeds
26,16,13,28,57,6.57,719,Tobacco
32,19,5,28,61,6.85,311,Barley
35,27,18,31,59,7.75,548,Oil seeds
26,2,19,28,71,6.75,910,Tobacco
39,11,0,35,58,6.74,960,Wheat
34,6,12,27,72,5.94,634,Tobacco
42,38,0,27,54,6.63,766,Pulses
24,38,9,30,68,6.82,597,Pulses
25,6,15,31,56,6.18,832,Pulses
20,18,7,32,51,6.57,657,Barley
38,36,12,30,68,7.1,1161,Ground Nuts
32,26,19,32,62,7.33,532,Maize
42,41,8,31,55,7.86,722,Cotton
8,5,4,34,61,6.19,364,Barley
40,19,17,29,70,7.25,1021,Cotton
11,31,4,38,57,6.84,695,Oil seeds
38,28,2,27,51,7.38,689,Maize
16,22,7,33,55,6.55,544,Ground Nuts
20,17,1,25,50,6.98,659,Maize
23,42,7,29,63,7.4,456,Pulses
41,29,3,37,67,7.47,502,Wheat
11,5,13,26,58,7.2,382,Barley
42,15,1,32,51,7.67,450,Oil seeds
27,26,8,25,64,6.35,455,Wheat
25,24,14,33,54,6.07,635,Tobacco
33,6,9,26,60,5.87,1265,Paddy
20,16,14,28,58,6.62,639,Pulses
39,12,17,28,66,6.67,677,Barley
37,38,7,35,72,7.01,470,Pulses
11,34,15,31,54,7.28,1237,Sugarcane
38,40,5,29,59,5.81,1151,Paddy
6,9,17,26,65,7.28,880,Cotton
6,25,2,37,58,6.82,1076,Paddy
28,24,19,29,54,6.76,743,Barley
37,10,14,30,69,7,580,Millets
14,2,13,37,64,7.88,484,Oil seeds
9,11,16,36,68,6.2,749,Wheat
29,23,10,27,66,6.65,785,Tobacco
34,42,2,35,57,6.05,557,Pulses
28,29,1,26,72,6.78,538,Wheat
13,3,10,30,57,6.44,1354,Sugarcane
26,9,12,35,59,6.28,695,Pulses
36,25,2,34,54,7.29,790,Pulses
11,9,2,26,56,6.79,850,Tobacco
27,34,11,26,68,5.64,1210,Paddy
26,40,6,36,67,6.5,761,Tobacco
28,4,6,27,54,6.95,606,Maize
10,19,11,33,57,7.88,567,Oil seeds
27,42,15,27,55,6.19,669,Maize
28,16,11,32,63,6.48,1377,Paddy
20,29,13,35,54,6.53,542,Maize
6,1,7,36,58,7.54,650,Wheat
4,26,13,36,54,6.59,795,Tobacco
6,31,13,30,58,6.9,688,Oil seeds
40,34,17,25,72,6.28,358,Barley
34,0,16,28,60,7.52,1051,Cotton
40,22,9,37,63,6,858,Ground Nuts
23,15,1,26,70,7.93,1124,Cotton
18,42,11,31,62,7.39,989,Cotton
17,7,12,31,66,7.11,806,Pulses
20,38,5,30,58,7.48,603,Wheat
37,42,8,28,56,6.8,1391,Paddy
28,31,14,31,69,7.03,400,Pulses
9,1,15,32,58,6.31,1883,Sugarcane
4,41,10,29,54,7,822,Wheat
28,38,18,36,59,6.27,1052,Paddy
29,7,14,33,51,7.72,651,Wheat
39,6,0,26,67,7.4,563,Millets
27,19,19,33,54,7.47,486,Oil seeds
27,12,17,26,72,7.23,525,Millets
11,2,2,37,65,6.82,1773,Sugarcane
36,4,8,38,59,6.81,638,Maize
19,12,16,31,50,7.66,902,Cotton
37,11,10,38,65,7,328,Millets
29,38,19,25,57,6.9,909,Wheat
26,10,8,25,50,6.92,1979,Sugarcane
17,42,6,37,50,7.74,1093,Cotton
31,24,15,35,56,6.51,352,Barley
25,30,5,32,52,6.89,1436,Sugarcane
14,12,5,38,55,7.64,491,Oil seeds
34,18,19,29,57,7.16,576,Millets
41,5,19,35,60,6.04,783,Tobacco
17,16,1,34,65,7.06,783,Pulses
26,9,14,36,60,6.75,506,Millets
9,2,4,28,69,7.22,390,Millets
25,9,16,31,59,7.63,414,Oil seeds
40,18,17,37,54,6.29,960,Tobacco
9,24,17,29,55,5.74,1115,Paddy
34,6,9,34,52,6.66,1174,Ground Nuts
26,9,11,38,66,6.11,635,Maize
13,22,8,25,52,7.18,679,Ground Nuts
13,28,14,27,54,7.8,973,Cotton
36,14,13,28,65,7.05,1507,Sugarcane
28,24,18,30,59,6,753,Tobacco
42,28,15,31,72,6.89,763,Oil seeds
29,22,1,31,53,6.15,845,Pulses
5,7,10,36,68,5.59,1329,Paddy
31,1,3,27,66,7.72,879,Cotton
10,12,17,30,68,5.53,824,Tobacco
20,32,7,32,71,5.64,1359,Paddy
20,0,11,34,65,6.84,470,Millets
7,3,14,31,62,6.61,378,Millets
6,0,0,36,67,5.99,1153,Paddy
23,19,17,31,50,7.3,352,Barley
38,31,15,28,65,6.46,307,Millets
41,34,0,33,60,6.6,786,Maize
26,24,15,31,70,7.68,1110,Cotton
28,5,13,25,64,6.51,679,Pulses
4,42,1,29,63,6.6,1131,Ground Nuts
41,30,18,31,50,7.46,840,Cotton
21,22,11,35,54,8,1181,Cotton
37,37,6,36,51,6.32,569,Pulses
13,36,15,37,65,6.78,663,Tobacco
37,1,2,25,54,6.92,776,Oil seeds
11,1,4,26,68,6.48,626,Pulses
9,15,16,36,57,6.54,647,Oil seeds
22,30,16,27,54,6.59,724,Pulses
26,16,10,25,50,6.87,750,Wheat
39,39,8,36,63,6.93,335,Barley
41,34,8,36,62,6.11,517,Millets
20,6,19,28,51,6.5,990,Tobacco
9,30,13,37,70,6.16,368,Millets
13,4,5,26,71,7.44,730,Oil seeds
4,29,14,33,56,6.95,508,Ground Nuts
20,17,18,35,51,6.74,1177,Ground Nuts
6,2,9,38,52,6.87,524,Millets
22,19,4,27,62,6.1,473,Pulses
29,28,18,29,70,6.25,1803,Sugarcane
28,28,8,38,66,6.41,1449,Sugarcane
37,14,18,36,70,7.16,1911,Sugarcane
11,20,2,35,61,6.36,356,Millets
40,40,6,32,55,6.02,1534,Sugarcane
22,5,8,38,68,6.61,1217,Sugarcane
25,26,16,38,52,7.25,519,Millets
8,5,7,35,68,7.49,524,Oil seeds
15,24,0,38,59,6.64,632,Maize
27,21,18,31,72,5.7,1377,Paddy
6,5,13,26,56,7.26,1473,Sugarcane
37,16,17,34,54,7.43,499,Millets
12,25,11,37,60,6.78,588,Barley
31,23,18,30,71,7.5,1015,Cotton
5,8,1,35,58,5.51,1263,Paddy
40,14,6,38,58,7.33,1074,Cotton
7,16,10,32,56,6.9,1058,Ground Nuts
29,16,12,31,52,7.65,707,Oil seeds
26,28,11,34,72,6.57,1337,Paddy
8,21,4,25,67,8.12,863,Cotton
25,35,2,32,65,6.89,705,Wheat
13,12,18,26,61,6.49,1012,Sugarcane
33,4,10,37,72,6.96,799,Barley
14,14,14,38,60,8.17,785,Cotton
41,9,10,25,69,5.6,1103,Paddy
32,8,19,29,62,6.38,1160,Paddy
30,41,18,28,68,7.44,784,Oil seeds
24,17,1,38,52,7.97,997,Cotton
13,5,11,35,57,6.23,663,Maize
17,30,10,35,69,7.66,585,Oil seeds
4,7,6,33,71,6.6,553,Oil seeds
42,34,4,36,53,7.23,587,Oil seeds
42,15,19,28,68,7.55,718,Oil seeds
41,41,17,31,62,7.98,724,Oil seeds
20,2,17,29,62,6.47,473,Millets
29,0,17,27,71,6.45,1295,Paddy
36,17,12,26,69,6.28,1607,Sugarcane
33,38,8,27,64,6.97,1303,Paddy
27,24,14,29,57,7.98,725,Oil seeds
14,1,2,29,62,7.26,578,Millets
35,2,16,33,69,7.02,993,Wheat
19,30,16,32,55,7.36,480,Oil seeds
18,21,11,25,54,6.1,351,Barley
32,37,0,25,61,6.24,637,Maize
6,16,8,30,62,6.93,330,Barley
39,40,9,34,59,7.22,776,Pulses
22,16,3,25,70,7.16,1272,Sugarcane
